Year,Month,Highest,MHHW,MHW,MSL,MTL,MLW,MLLW,DTL,GT,MN,DHQ,DLQ,HWI,LWI,Lowest,Inferred,Datum,nwlon_station_id
1973,7,3.655,3.49,3.286,2.38,2.457,1.625,0.713,2.102,2.777,1.661,0.204,0.911,12.32,5.51,-0.159,0,STND,9444900
1973,8,3.633,3.432,3.258,2.405,2.454,1.646,0.96,2.196,2.472,1.612,0.174,0.686,12.3,5.55,0.433,0,STND,9444900
1973,9,3.572,3.371,3.228,2.402,2.429,1.631,1.036,2.204,2.335,1.597,0.143,0.594,12.27,5.67,0.795,0,STND,9444900
1973,10,3.725,3.435,3.261,2.438,2.493,1.725,0.991,2.213,2.444,1.536,0.174,0.735,12.13,5.71,0.36,0,STND,9444900
1973,11,4.197,3.752,3.472,2.612,2.676,1.884,1.009,2.381,2.743,1.588,0.28,0.875,12.21,5.9,0.36,0,STND,9444900
1973,12,4.267,3.911,3.606,2.725,2.792,1.981,1.061,2.486,2.85,1.625,0.305,0.92,12.41,5.74,0.021,0,STND,9444900
1974,1,4.456,3.773,3.499,2.612,2.691,1.884,1.03,2.402,2.743,1.615,0.274,0.853,0.28,5.86,-0.079,0,STND,9444900
1974,2,4.084,3.636,3.444,2.585,2.652,1.856,1.091,2.365,2.545,1.588,0.192,0.765,12.38,5.64,0.076,0,STND,9444900
1974,3,3.905,3.612,3.484,2.661,2.719,1.954,1.262,2.435,2.35,1.53,0.128,0.692,12.38,5.86,0.893,0,STND,9444900
1974,4,3.935,3.548,3.356,2.536,2.585,1.814,1.109,2.329,2.438,1.542,0.192,0.704,12.3,5.84,0.451,0,STND,9444900
1974,5,3.694,3.542,3.286,2.448,2.499,1.713,0.93,2.237,2.612,1.573,0.256,0.783,12.36,5.81,0.171,0,STND,9444900
1974,6,3.746,3.603,3.341,2.463,2.533,1.731,0.802,2.201,2.801,1.615,0.262,0.924,12.39,5.62,0.049,0,STND,9444900
1974,7,3.773,3.563,3.356,2.481,2.551,1.747,0.86,2.213,2.704,1.609,0.207,0.887,12.39,5.65,0.091,0,STND,9444900
1974,8,3.655,3.447,3.286,2.441,2.493,1.701,0.969,2.207,2.478,1.585,0.162,0.732,12.3,5.61,0.347,0,STND,9444900
1974,9,3.569,3.374,3.255,2.444,2.475,1.695,1.14,2.256,2.234,1.561,0.119,0.555,12.25,5.62,0.692,0,STND,9444900
1974,10,3.505,3.368,3.213,2.393,2.426,1.637,0.978,2.173,2.39,1.576,0.155,0.658,12.21,5.65,0.442,0,STND,9444900
1974,11,3.871,3.639,3.405,2.533,2.597,1.786,0.899,2.268,2.74,1.618,0.235,0.887,12.31,5.75,0.177,0,STND,9444900
1974,12,4.087,3.77,3.478,2.563,2.643,1.804,0.826,2.298,2.944,1.673,0.293,0.978,12.36,5.65,-0.088,0,STND,9444900
1975,1,4.182,3.661,3.402,2.512,2.582,1.762,0.911,2.286,2.749,1.64,0.259,0.85,12.36,5.98,0.11,0,STND,9444900
1975,2,4.124,3.655,3.459,2.609,2.667,1.878,1.192,2.423,2.463,1.582,0.195,0.686,12.42,5.7,0.463,0,STND,9444900
1975,3,3.923,3.536,3.38,2.551,2.6,1.817,1.198,2.365,2.338,1.564,0.155,0.619,12.33,5.67,0.503,0,STND,9444900
1975,4,3.749,3.417,3.249,2.423,2.469,1.689,1.006,2.213,2.411,1.561,0.168,0.683,12.32,5.79,0.238,0,STND,9444900
1975,5,3.725,3.463,3.213,2.374,2.429,1.643,0.844,2.152,2.618,1.57,0.25,0.799,12.25,5.73,0.079,0,STND,9444900
1975,6,3.682,3.505,3.246,2.402,2.457,1.667,0.841,2.173,2.664,1.579,0.259,0.826,12.37,5.67,0.168,0,STND,9444900
1975,7,3.798,3.514,3.28,2.438,2.496,1.71,0.93,2.222,2.585,1.57,0.235,0.78,12.37,5.56,0.235,0,STND,9444900
1975,8,3.627,3.414,3.264,2.435,2.487,1.71,1.009,2.213,2.405,1.554,0.149,0.701,12.31,5.59,0.354,0,STND,9444900
1975,9,3.652,3.313,3.219,2.393,2.429,1.64,1.049,2.182,2.265,1.579,0.094,0.591,12.22,5.59,0.543,0,STND,9444900
1975,10,3.938,3.566,3.383,2.548,2.588,1.789,1.204,2.384,2.362,1.594,0.183,0.585,12.27,5.68,0.619,0,STND,9444900
1975,11,,3.661,3.411,2.569,2.618,1.826,0.945,2.304,2.716,1.585,0.25,0.881,12.27,5.64,,13,STND,9444900
1975,12,4.249,3.673,3.386,2.493,2.557,1.725,0.802,2.237,2.871,1.661,0.287,0.924,12.4,5.61,0.088,0,STND,9444900
1976,1,3.886,3.603,3.377,2.496,2.563,1.75,0.887,2.243,2.716,1.628,0.226,0.863,12.38,5.61,0.073,0,STND,9444900
1976,2,3.944,3.569,3.386,2.557,2.609,1.832,1.17,2.371,2.399,1.554,0.183,0.661,12.41,5.64,0.704,0,STND,9444900
1976,3,3.859,3.423,3.267,2.466,2.499,1.731,1.241,2.332,2.182,1.536,0.155,0.491,12.32,5.71,0.759,0,STND,9444900
1976,4,3.874,3.423,3.261,2.454,2.49,1.719,1.082,2.252,2.341,1.542,0.162,0.637,12.35,5.71,0.299,0,STND,9444900
1976,5,3.664,3.481,3.243,2.399,2.438,1.637,0.853,2.167,2.627,1.606,0.238,0.783,12.33,5.73,-0.006,0,STND,9444900
1976,6,3.712,3.536,3.274,2.411,2.469,1.664,0.811,2.173,2.725,1.609,0.262,0.853,12.32,5.63,0.082,0,STND,9444900
1976,7,3.819,3.557,3.325,2.469,2.518,1.71,0.948,2.252,2.609,1.615,0.232,0.762,12.31,5.57,0.372,0,STND,9444900
1976,8,3.728,3.472,3.301,2.469,2.505,1.71,1.076,2.274,2.396,1.591,0.171,0.634,12.42,5.54,0.597,0,STND,9444900
1976,9,3.81,3.389,3.295,2.472,2.502,1.713,1.131,2.262,2.259,1.582,0.094,0.582,12.18,5.55,0.835,0,STND,9444900
1976,10,3.895,3.456,3.271,2.451,2.478,1.689,1.097,2.277,2.359,1.582,0.186,0.591,12.2,5.66,0.271,0,STND,9444900
1976,11,3.792,3.551,3.292,2.448,2.487,1.686,0.972,2.262,2.579,1.606,0.259,0.713,12.3,5.7,0.052,0,STND,9444900
1976,12,4.029,3.676,3.392,2.527,2.588,1.783,0.927,2.301,2.749,1.609,0.283,0.856,12.42,5.72,0.037,0,STND,9444900
1977,1,3.868,3.572,3.347,2.487,2.548,1.753,0.914,2.243,2.658,1.594,0.226,0.838,12.41,5.71,0.213,1,STND,9444900
1977,2,4.02,3.536,3.359,2.518,2.569,1.783,1.109,2.323,2.426,1.576,0.177,0.674,12.34,5.65,0.533,0,STND,9444900
1977,3,,3.405,3.274,2.46,2.496,1.719,1.189,2.298,2.216,1.554,0.131,0.53,,,,11,STND,9444900
1977,4,3.609,3.338,3.161,2.341,2.377,1.591,1.045,2.192,2.292,1.57,0.177,0.546,12.23,5.7,0.466,1,STND,9444900
1977,5,,3.572,3.325,2.484,2.524,1.722,0.945,2.259,2.627,1.603,0.247,0.777,,,,11,STND,9444900
1977,6,3.81,3.563,3.31,2.411,2.505,1.701,0.875,2.219,2.688,1.609,0.253,0.826,12.31,5.56,0.04,1,STND,9444900
1977,7,3.722,3.502,3.286,2.411,2.463,1.643,0.838,2.17,2.664,1.643,0.216,0.805,12.31,5.58,0.11,0,STND,9444900
1977,8,3.652,3.487,3.322,2.447,2.53,1.734,1.119,2.304,2.368,1.588,0.165,0.616,12.35,5.6,0.604,1,STND,9444900
1977,9,3.685,3.423,3.319,2.512,2.536,1.753,1.274,2.347,2.149,1.567,0.104,0.479,12.26,5.45,1.0,0,STND,9444900
1977,10,3.795,3.469,3.316,2.509,2.548,1.78,1.173,2.323,2.295,1.536,0.152,0.607,12.24,5.66,0.552,0,STND,9444900
1977,11,4.109,3.716,3.438,2.597,2.646,1.85,1.109,2.414,2.606,1.588,0.277,0.741,12.19,5.72,0.475,0,STND,9444900
1977,12,4.487,3.877,3.581,2.725,2.777,1.972,1.149,2.512,2.728,1.609,0.296,0.823,12.32,5.75,0.424,0,STND,9444900
1978,1,4.334,3.886,3.609,2.765,2.81,2.015,1.253,2.57,2.634,1.594,0.277,0.762,12.4,5.68,0.366,1,STND,9444900
1978,2,4.316,3.706,3.548,2.704,2.749,1.954,1.301,2.505,2.405,1.594,0.158,0.652,12.37,5.67,0.799,0,STND,9444900
1978,3,3.761,3.511,3.389,2.569,2.609,1.829,1.259,2.384,2.252,1.561,0.122,0.57,12.34,5.65,0.902,0,STND,9444900
1978,4,3.749,3.517,3.347,2.536,2.569,1.792,1.195,2.356,2.323,1.554,0.171,0.597,12.3,5.8,0.588,0,STND,9444900
1978,5,3.709,3.52,3.246,2.423,2.457,1.667,1.0,2.262,2.521,1.579,0.274,0.668,12.25,5.71,0.223,0,STND,9444900
1978,6,3.709,3.548,3.277,2.432,2.475,1.676,0.881,2.213,2.667,1.6,0.271,0.796,12.29,5.63,0.088,0,STND,9444900
1978,7,3.77,3.502,3.277,2.423,2.478,1.679,0.881,2.192,2.621,1.597,0.226,0.799,12.39,5.61,0.037,0,STND,9444900
1978,8,3.651,3.453,3.292,2.463,2.502,1.716,1.045,2.249,2.408,1.576,0.162,0.671,12.32,5.67,0.357,0,STND,9444900
1978,9,3.67,3.426,3.304,2.502,2.53,1.756,1.256,2.341,2.17,1.548,0.122,0.5,12.21,5.61,0.808,0,STND,9444900
1978,10,3.6,3.402,3.243,2.429,2.454,1.664,1.155,2.28,2.246,1.579,0.158,0.509,12.23,5.66,0.753,0,STND,9444900
1978,11,3.743,3.545,3.286,2.441,2.478,1.67,0.939,2.243,2.606,1.615,0.259,0.732,12.22,5.66,0.384,0,STND,9444900
1978,12,3.996,3.633,3.347,2.451,2.509,1.67,0.777,2.207,2.856,1.676,0.287,0.893,12.26,5.68,-0.104,0,STND,9444900
1979,1,3.795,3.652,3.383,2.487,2.548,1.713,0.899,2.274,2.752,1.67,0.268,0.814,12.36,5.61,0.067,0,STND,9444900
1979,2,4.1,3.688,3.493,2.655,2.701,1.908,1.259,2.475,2.429,1.585,0.195,0.649,0.01,5.55,0.857,0,STND,9444900
1979,3,3.892,3.493,3.344,2.524,2.557,1.774,1.265,2.377,2.228,1.57,0.149,0.509,12.3,5.71,0.878,0,STND,9444900
1979,4,3.642,3.456,3.289,2.472,2.505,1.725,1.14,2.298,2.316,1.564,0.168,0.585,12.32,5.76,0.594,0,STND,9444900
1979,5,3.606,3.484,3.24,2.417,2.46,1.679,0.96,2.222,2.524,1.561,0.244,0.719,12.25,5.81,0.418,0,STND,9444900
1979,6,3.731,3.499,3.216,2.38,2.423,1.634,0.847,2.173,2.652,1.582,0.283,0.786,12.33,5.7,0.186,0,STND,9444900
1979,7,3.734,3.527,3.274,2.444,2.49,1.704,0.978,2.252,2.548,1.57,0.253,0.725,12.37,5.62,0.259,0,STND,9444900
1979,8,3.743,3.444,3.264,2.448,2.484,1.704,1.039,2.243,2.405,1.561,0.18,0.664,12.35,5.59,0.162,0,STND,9444900
1979,9,3.837,3.399,3.295,2.475,2.512,1.728,1.164,2.28,2.234,1.567,0.104,0.564,12.26,5.6,0.735,0,STND,9444900
1979,10,3.871,3.542,3.359,2.53,2.563,1.768,1.241,2.39,2.301,1.591,0.183,0.527,12.24,5.72,0.71,0,STND,9444900
1979,11,3.932,3.658,3.377,2.527,2.566,1.759,1.094,2.377,2.563,1.618,0.28,0.664,12.22,5.73,0.558,0,STND,9444900
1979,12,4.292,3.828,3.53,2.652,2.713,1.893,1.021,2.426,2.807,1.637,0.299,0.872,12.38,5.71,0.424,0,STND,9444900
1980,1,4.194,3.755,3.508,2.633,2.697,1.887,1.018,2.387,2.737,1.622,0.247,0.869,0.02,5.71,0.183,0,STND,9444900
1980,2,4.093,3.667,3.478,2.64,2.688,1.899,1.201,2.432,2.466,1.579,0.189,0.698,12.36,5.63,0.472,0,STND,9444900
1980,3,3.987,3.52,3.353,2.554,2.585,1.817,1.317,2.417,2.204,1.536,0.168,0.5,12.31,5.71,0.808,0,STND,9444900
1980,4,3.758,3.481,3.289,2.49,2.521,1.753,1.198,2.338,2.283,1.536,0.192,0.558,12.25,5.75,0.64,0,STND,9444900
1980,5,3.716,3.52,3.277,2.448,2.49,1.704,0.963,2.243,2.56,1.573,0.247,0.741,12.27,5.74,0.247,0,STND,9444900
1980,6,3.719,3.587,3.325,2.469,2.524,1.719,0.881,2.234,2.707,1.606,0.262,0.838,12.27,5.64,0.28,0,STND,9444900
1980,7,3.764,3.517,3.28,2.417,2.46,1.64,0.838,2.176,2.682,1.64,0.238,0.805,12.25,5.56,0.25,0,STND,9444900
1980,8,3.703,3.475,3.292,2.454,2.49,1.689,1.042,2.259,2.432,1.603,0.183,0.646,12.23,5.48,0.457,0,STND,9444900
1980,9,3.722,3.402,3.289,2.463,2.496,1.707,1.106,2.256,2.292,1.582,0.113,0.6,12.21,5.56,0.838,0,STND,9444900
1980,10,3.709,3.441,3.258,2.438,2.472,1.686,1.076,2.259,2.368,1.573,0.183,0.613,12.18,5.66,0.402,0,STND,9444900
1980,11,4.139,3.673,3.377,2.545,2.588,1.795,1.097,2.387,2.576,1.582,0.296,0.698,12.23,5.73,0.055,0,STND,9444900
1980,12,4.282,3.825,3.505,2.649,2.71,1.914,1.094,2.46,2.731,1.591,0.32,0.82,12.41,5.85,0.372,0,STND,9444900
1981,1,4.087,3.758,3.511,2.652,2.722,1.932,1.052,2.405,2.707,1.576,0.247,0.881,0.1,5.78,0.399,0,STND,9444900
1981,2,4.157,3.621,3.444,2.597,2.655,1.862,1.122,2.371,2.499,1.582,0.177,0.744,12.23,5.5,0.482,0,STND,9444900
1981,3,3.648,3.475,3.338,2.53,2.576,1.811,1.183,2.329,2.295,1.527,0.137,0.631,12.24,5.71,0.786,0,STND,9444900
1981,4,3.655,3.478,3.28,2.475,2.509,1.737,1.152,2.316,2.326,1.542,0.198,0.582,12.2,5.72,0.616,0,STND,9444900
1981,5,3.722,3.557,3.304,2.466,2.505,1.71,0.991,2.274,2.566,1.594,0.256,0.716,12.22,5.73,0.25,0,STND,9444900
1981,6,3.81,3.591,3.316,2.444,2.505,1.692,0.817,2.204,2.774,1.625,0.274,0.875,12.27,5.66,0.119,0,STND,9444900
1981,7,3.697,3.533,3.319,2.432,2.496,1.673,0.777,2.155,2.752,1.646,0.213,0.893,12.3,5.57,-0.012,0,STND,9444900
1981,8,3.642,3.475,3.307,2.463,2.509,1.707,0.978,2.225,2.496,1.6,0.168,0.732,12.3,5.55,0.427,0,STND,9444900
1981,9,3.652,3.398,3.277,2.472,2.502,1.728,1.183,2.292,2.213,1.548,0.122,0.546,12.1,5.46,0.789,0,STND,9444900
1981,10,3.746,3.514,3.359,2.539,2.566,1.774,1.198,2.356,2.313,1.588,0.152,0.573,,,0.466,0,STND,9444900
1981,11,4.295,3.78,3.545,2.664,2.719,1.896,1.149,2.466,2.63,1.649,0.235,0.744,,,0.619,0,STND,9444900
1981,12,4.313,3.886,3.591,2.688,2.755,1.92,1.033,2.46,2.853,1.67,0.296,0.887,,,0.146,0,STND,9444900
1982,1,4.051,3.728,3.444,2.576,2.64,1.838,1.003,2.365,2.725,1.606,0.283,0.835,12.36,5.63,-0.037,0,STND,9444900
1982,2,3.923,3.661,3.472,2.618,2.679,1.89,1.131,2.396,2.53,1.582,0.189,0.759,12.38,5.63,0.134,0,STND,9444900
1982,3,3.962,3.624,3.49,2.658,2.701,1.911,1.301,2.463,2.323,1.579,0.134,0.61,,,0.671,0,STND,9444900
1982,4,3.953,3.63,3.447,2.6,2.643,1.838,1.198,2.414,2.432,1.609,0.183,0.637,,,0.396,0,STND,9444900
1982,5,3.679,3.511,3.261,2.408,2.435,1.612,0.924,2.219,2.588,1.652,0.25,0.686,,,-0.082,0,STND,9444900
1982,6,3.853,3.636,3.338,2.484,2.539,1.737,0.896,2.265,2.74,1.6,0.299,0.844,12.28,5.72,-0.052,0,STND,9444900
1982,7,3.755,3.6,3.353,2.49,2.557,1.762,0.875,2.237,2.725,1.588,0.247,0.887,12.39,5.67,0.003,0,STND,9444900
1982,8,3.624,3.505,3.344,2.496,2.557,1.768,0.997,2.252,2.512,1.576,0.162,0.774,12.32,5.64,0.223,0,STND,9444900
1982,9,3.676,3.481,3.35,2.53,2.573,1.795,1.155,2.32,2.326,1.558,0.131,0.64,12.24,5.67,0.561,0,STND,9444900
1982,10,4.011,3.63,3.459,2.606,2.6,1.743,1.277,2.454,2.353,1.716,0.174,0.466,,,0.671,0,STND,9444900
1982,11,4.249,3.874,3.639,2.722,2.755,1.875,1.161,2.518,2.713,1.768,0.235,0.71,,,0.491,0,STND,9444900
1982,12,4.566,3.975,3.679,2.758,2.819,1.96,1.018,2.496,2.957,1.722,0.296,0.939,,,-0.012,0,STND,9444900
1983,1,4.535,4.054,3.764,2.859,2.938,2.112,1.149,2.603,2.908,1.652,0.29,0.966,12.31,5.63,0.262,0,STND,9444900
1983,2,4.188,3.962,3.737,2.874,2.95,2.164,1.353,2.658,2.609,1.57,0.229,0.811,0.06,5.78,0.695,0,STND,9444900
1983,3,4.087,3.795,3.618,2.783,2.829,2.036,1.448,2.621,2.347,1.582,0.177,0.591,,,0.902,0,STND,9444900
1983,4,3.856,3.563,3.402,2.557,2.591,1.78,1.173,2.368,2.393,1.622,0.162,0.61,,,0.664,0,STND,9444900
1983,5,3.84,3.63,3.395,2.524,2.573,1.75,0.985,2.307,2.646,1.646,0.235,0.765,,,0.213,0,STND,9444900
1983,6,3.883,3.652,3.42,2.533,2.6,1.78,0.966,2.31,2.685,1.64,0.235,0.811,,,0.116,0,STND,9444900
1983,7,3.874,3.652,3.417,2.573,2.64,1.859,0.994,2.323,2.658,1.561,0.235,0.863,12.37,5.69,0.067,0,STND,9444900
1983,8,3.792,3.587,3.399,2.56,2.618,1.838,1.064,2.326,2.524,1.561,0.189,0.777,0.01,5.63,0.14,0,STND,9444900
1983,9,3.706,3.478,3.368,2.545,2.591,1.814,1.119,2.298,2.362,1.554,0.11,0.695,,,0.433,0,STND,9444900
1983,10,3.877,3.569,3.405,2.53,2.566,1.728,1.109,2.338,2.46,1.673,0.168,0.622,,,0.64,0,STND,9444900
1983,11,4.264,3.972,3.734,2.813,2.835,1.935,1.332,2.652,2.64,1.798,0.235,0.604,,,0.463,0,STND,9444900
1983,12,4.087,3.755,3.52,2.591,2.643,1.765,0.89,2.323,2.865,1.753,0.238,0.875,,,-0.043,0,STND,9444900
1984,1,4.118,3.685,3.411,2.505,2.594,1.78,0.771,2.228,2.914,1.634,0.274,1.009,12.4,5.74,-0.085,0,STND,9444900
1984,2,4.032,3.697,3.484,2.618,2.673,1.862,1.073,2.387,2.624,1.625,0.213,0.786,,,0.323,0,STND,9444900
1984,3,4.036,3.615,3.435,2.606,2.646,1.859,1.244,2.429,2.368,1.573,0.18,0.616,,,0.823,0,STND,9444900
1984,4,3.85,3.539,3.353,2.518,2.536,1.719,1.164,2.35,2.374,1.634,0.186,0.555,,,0.695,0,STND,9444900
1984,5,3.77,3.587,3.377,2.484,2.536,1.695,0.902,2.246,2.685,1.682,0.213,0.792,,,0.241,0,STND,9444900
1984,6,3.816,3.615,3.356,2.469,2.554,1.753,0.765,2.192,2.85,1.6,0.259,0.988,12.27,5.72,0.052,0,STND,9444900
1984,7,3.767,3.584,3.353,2.457,2.527,1.701,0.747,2.164,2.838,1.652,0.232,0.954,12.32,5.61,0.162,0,STND,9444900
1984,8,3.767,3.557,3.368,2.502,2.56,1.75,0.991,2.274,2.566,1.618,0.189,0.759,,,0.411,0,STND,9444900
1984,9,3.651,3.502,3.362,2.524,2.579,1.798,1.07,2.286,2.432,1.567,0.137,0.725,12.26,5.67,0.704,0,STND,9444900
1984,10,3.795,3.609,3.447,2.56,2.585,1.725,1.085,2.347,2.527,1.722,0.162,0.64,,,0.381,0,STND,9444900
1984,11,4.282,3.911,3.661,2.734,2.752,1.847,1.146,2.527,2.765,1.814,0.25,0.701,,,0.259,0,STND,9444900
1984,12,4.121,3.773,3.469,2.573,2.655,1.841,0.933,2.353,2.841,1.628,0.305,0.908,,,0.03,0,STND,9444900
1985,1,3.932,3.636,3.399,2.496,2.588,1.777,0.799,2.219,2.838,1.622,0.241,0.975,,,0.204,0,STND,9444900
1985,2,4.063,3.536,3.338,2.454,2.536,1.737,0.872,2.204,2.664,1.6,0.198,0.866,,5.66,0.125,0,STND,9444900
1985,3,3.667,3.435,3.292,2.423,2.466,1.64,0.96,2.198,2.475,1.652,0.143,0.683,,,0.549,0,STND,9444900
1985,4,3.697,3.523,3.322,2.466,2.499,1.679,1.0,2.262,2.524,1.643,0.201,0.677,,,0.457,0,STND,9444900
1985,5,3.743,3.548,3.31,2.417,2.457,1.603,0.872,2.21,2.676,1.707,0.235,0.735,,,0.055,0,STND,9444900
1985,6,3.856,3.6,3.353,2.441,2.524,1.695,0.71,2.155,2.893,1.658,0.247,0.985,,,0.024,0,STND,9444900
1985,7,3.758,3.6,3.386,2.469,2.566,1.747,0.716,2.158,2.883,1.64,0.213,1.03,12.38,5.66,0.006,0,STND,9444900
1985,8,3.63,3.493,3.319,2.451,2.521,1.719,0.86,2.176,2.63,1.6,0.171,0.86,12.34,5.6,0.396,0,STND,9444900
1985,9,3.813,3.478,3.328,2.496,2.527,1.725,1.113,2.295,2.365,1.603,0.146,0.613,,,0.655,0,STND,9444900
1985,10,4.023,3.523,3.371,2.509,2.524,1.676,1.033,2.28,2.49,1.695,0.152,0.643,,,0.296,0,STND,9444900
1985,11,3.895,3.615,3.386,2.475,2.527,1.67,0.838,2.228,2.777,1.713,0.232,0.832,,,-0.076,0,STND,9444900
1985,12,3.938,3.682,3.399,2.469,2.548,1.698,0.707,2.195,2.975,1.701,0.283,0.991,,,-0.262,0,STND,9444900
1986,1,4.136,3.88,3.624,2.679,2.761,1.899,0.966,2.423,2.914,1.728,0.253,0.93,,,0.125,0,STND,9444900
1986,2,4.109,3.783,3.578,2.688,2.737,1.899,1.122,2.451,2.658,1.679,0.204,0.774,,,0.158,0,STND,9444900
1986,3,3.938,3.648,3.502,2.606,2.661,1.82,1.14,2.393,2.512,1.682,0.149,0.68,,,0.564,0,STND,9444900
1986,4,3.795,3.496,3.335,2.448,2.478,1.622,0.927,2.21,2.569,1.713,0.162,0.695,,,0.198,0,STND,9444900
1986,5,3.874,3.612,3.386,2.478,2.53,1.676,0.896,2.252,2.716,1.71,0.226,0.78,,,-0.034,0,STND,9444900
1986,6,3.761,3.63,3.347,2.475,2.554,1.762,0.808,2.219,2.822,1.585,0.283,0.954,12.26,5.73,-0.213,0,STND,9444900
1986,7,3.7,3.563,3.344,2.463,2.557,1.771,0.789,2.176,2.774,1.573,0.223,0.981,,5.69,-0.137,0,STND,9444900
1986,8,3.658,3.517,3.368,2.481,2.557,1.743,0.896,2.207,2.621,1.622,0.149,0.847,,,0.241,0,STND,9444900
1986,9,3.645,3.499,3.362,2.502,2.545,1.725,1.052,2.274,2.451,1.64,0.137,0.674,,,0.604,0,STND,9444900
1986,10,3.758,3.52,3.338,2.472,2.493,1.649,1.055,2.289,2.466,1.686,0.186,0.594,,,0.457,0,STND,9444900
1986,11,4.087,3.685,3.45,2.53,2.569,1.692,0.902,2.292,2.786,1.759,0.238,0.789,,,0.03,0,STND,9444900
1986,12,4.161,3.865,3.597,2.618,2.694,1.795,0.765,2.313,3.1,1.804,0.268,1.03,,,-0.171,0,STND,9444900
1987,1,4.453,3.85,3.569,2.624,2.71,1.85,0.847,2.347,3.002,1.719,0.28,1.003,,,0.14,0,STND,9444900
1987,2,4.356,3.761,3.53,2.643,2.697,1.868,1.085,2.423,2.679,1.664,0.232,0.783,,,0.262,0,STND,9444900
1987,3,4.081,3.688,3.505,2.64,2.661,1.817,1.25,2.469,2.438,1.692,0.183,0.564,,,0.695,0,STND,9444900
1987,4,3.752,3.527,3.362,2.475,2.502,1.64,0.975,2.249,2.548,1.722,0.165,0.664,,,0.369,0,STND,9444900
1987,5,3.822,3.658,3.435,2.527,2.591,1.747,0.89,2.274,2.768,1.686,0.223,0.86,,,0.067,0,STND,9444900
1987,6,3.84,3.636,3.383,2.463,2.542,1.701,0.747,2.192,2.89,1.679,0.256,0.954,,,-0.162,0,STND,9444900
1987,7,3.868,3.679,3.42,2.542,2.627,1.838,0.893,2.286,2.786,1.585,0.259,0.942,12.34,5.66,-0.104,0,STND,9444900
1987,8,3.877,3.557,3.356,2.496,2.569,1.786,0.963,2.262,2.594,1.57,0.201,0.823,12.34,5.6,0.119,0,STND,9444900
1987,9,3.694,3.466,3.362,2.478,2.533,1.707,0.985,2.225,2.481,1.652,0.107,0.722,,,0.393,0,STND,9444900
1987,10,3.78,3.517,3.353,2.463,2.493,1.634,0.966,2.243,2.551,1.716,0.168,0.668,,,0.268,0,STND,9444900
1987,11,4.136,3.728,3.478,2.548,2.603,1.731,0.96,2.344,2.768,1.747,0.253,0.771,,,0.204,0,STND,9444900
